Ratings,No_of_ratings,Screen_size(inches),Processor_speed(GHz),Cache_memory(MBs),RAM(Gig),RAM_max,Memory_slots,RAM_speed(MHz),Harddrive_capacity(Gig),Weight(kg),Warranty,Adapter(watts),Battery_cells,Screen_pixel_density(width),Screen_pixel_density(height),Processor_cores,Length(mm),Width(mm),Height(mm),USB(2.0)_ports,Bluetooth_version,USB(typeC)_ports,Operating_system,Display_type,Touchscreen,Optical_Drive,Battery_type,Fingerprint,Processor_brand,Graphics_brand,USB(2.0),Bluetooth_,USB(typeC),Keyboard_backlit,Harddrive_type,Brand
4.5,2,15.6,2.9299999999999997,8,4,8,1,3200,1000,2.23,1.0,150,3,1920,1080,6,360.0,256.0,23.4,1,5.2,1,Windows, LED , No ,No,Li-Po,No,Intel,NVIDIA,Yes,Yes,Yes,no,HDD,HP
5.0,3,13.3,3.1799999999999997,12,16,21,1,3200,1000,1.24,1.0,65,3,1920,1080,7,309.0,205.0,17.7,1,5.0,1,Windows, LED , No ,No,Li-Po,Yes,Intel,Intel Graphics,Yes,Yes,Yes,no,HDD,HP
3.8,1434,15.6,2.6,5,8,14,1,2400,1000,1.76,1.0,65,3,1920,1080,2,358.0,242.0,19.9,1,4.2,1,Windows, LED , No ,No,Li-Ion,Yes,AMD,AMD Graphics,Yes,Yes,Yes,no,HDD,HP
4.130000000000001,1896,15.6,2.4,8,3,8,1,2400,1000,2.19,1.0,45,3,1920,1080,6,363.0,254.6,23.9,2,4.2,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,yes,HDD,Lenovo
4.2,1208,15.6,1.1,2,4,19,1,2400,32,1.45,1.0,38,2,1366,768,2,358.0,248.0,15.2,2,4.0,2, Google Chrome , LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,SSD,Asus
4.31,117,14.0,3.1499999999999995,10,8,16,1,3227,512,1.2,1.0,65,3,1920,1080,6,322.8,212.2,15.9,1,5.2,1,Windows, LCD , No ,No,Li-Ion,Yes,AMD,AMD Graphics,Yes,Yes,Yes,no,SSD,Acer
4.3,839,11.6,1.6,2,2,24,1,1866,16,1.15,1.0,34,2,1366,768,2,289.56,203.2,17.7,1,4.1,2, Google Chrome , LED , No ,Yes,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,No,no,HDD,Samsung
3.9,6,15.6,2.3,16,8,16,1,3200,1000,2.57,1.0,114,4,1920,1080,8,360.0,275.0,24.9,2,5.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,yes,HDD,Asus
4.3,1618,14.0,1.6,6,2,8,1,2400,512,1.5,1.0,65,2,1920,1080,6,322.0,212.0,19.9,1,4.2,1,Windows, LED , No ,No,Li-Ion,Yes,Intel,NVIDIA,Yes,Yes,Yes,no,SSD,Asus
3.6,18,15.6,2.3,3,4,18,1,2133,1000,2.2,1.0,35,2,1366,768,2,387.0,259.08,25.9,2,4.1,1, DOS , LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,HDD,Lenovo
4.029999999999999,1501,14.0,2.1,4,8,12,2,2666,256,1.5,1.0,45,3,1920,1080,4,327.0,241.0,19.9,2,4.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,SSD,Lenovo
4.1,2133,15.6,2.5,3,8,20,1,2133,1000,1.77,1.0,41,3,1920,1080,4,376.0,246.0,22.5,1,4.2,1,Windows, LED , No ,Yes,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,No,no,HDD,HP
4.17,88,15.6,2.8,6,4,8,1,2800,512,1.5,1.0,48,4,3840,2160,6,360.0,242.0,16.9,2,4.1,1,Windows, LED , No ,No,Li-Ion,No,Intel,AMD Graphics,Yes,Yes,Yes,yes,SSD,Acer
4.369999999999999,915,14.0,2.0,12,8,16,1,3200,512,1.4,1.0,45,3,1920,1080,8,324.0,213.0,15.9,2,5.0,1,Windows, LED , No ,No,Li-Po,Yes,AMD,AMD Graphics,Yes,Yes,Yes,yes,SSD,Asus
4.3,49,12.4,1.0,6,8,24,1,2906,128,1.1,1.0,39,3,1536,1024,6,278.1,205.6,15.7,1,5.0,2,Windows, LED , Yes ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,SSD,Microsoft
4.4,134,14.0,4.2,8,8,32,1,4079,512,1.17,1.0,65,4,1920,1080,6,319.0,208.0,13.9,2,5.0,2,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,yes,SSD,Asus
3.7,34,14.0,2.6000000000000005,12,16,30,1,3013,1000,1.05,1.0,65,4,1920,1080,8,318.9,206.98,14.9,1,5.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,yes,SSD,Acer
4.2,281,15.6,2.1,8,8,28,2,3200,512,1.66,1.0,57,4,1920,1080,6,357.0,233.0,19.9,3,5.0,1,Windows, LED , No ,No,Li-Ion,No,AMD,AMD Graphics,Yes,Yes,Yes,no,SSD,Lenovo
4.1,1553,15.6,1.6,6,8,13,1,2080,1000,1.6,1.0,45,3,1920,1080,6,381.0,251.0,27.2,2,4.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,No,no,HDD,Asus
4.6,6,14.0,1.6,6,8,19,1,2133,512,1.19,1.0,50,3,1920,1080,6,319.0,199.0,15.9,1,5.0,1,Windows, LED , No ,No,Li-Ion,Yes,Intel,Intel Graphics,Yes,Yes,Yes,no,SSD,Asus
4.270000000000001,437,15.6,1.8,8,2,16,2,2666,512,2.09,1.0,90,6,3840,2160,8,361.2,250.0,19.3,1,5.0,2,Windows, LED , Yes ,No,Li-Ion,Yes,Intel,NVIDIA,Yes,Yes,Yes,yes,SSD,HP
3.4,9,14.0,2.4,8,8,22,1,3200,512,1.4,1.0,71,4,1920,1080,6,320.0,214.0,18.0,1,5.0,2,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,SSD,Lenovo
4.2,572,15.6,2.1,4,8,16,2,2666,256,1.83,1.0,45,3,1920,1080,4,364.0,249.0,20.0,1,4.1,1,Windows, LED , No ,No,Li-Ion,No,AMD,AMD Graphics,Yes,Yes,Yes,no,SSD,Dell
3.3,15,14.0,1.0,6,8,12,1,2666,256,1.6,1.0,30,2,1920,1080,6,327.0,241.0,20.0,1,4.2,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,SSD,Lenovo
5.0,1,13.3,1.8,8,8,27,1,2666,512,1.29,1.0,65,3,1920,1080,8,311.9,217.2,16.9,1,5.0,1,Windows, LED , No ,No,Li-Ion,Yes,Intel,Intel Graphics,Yes,Yes,Yes,no,SSD,Lenovo
4.0600000000000005,624,14.0,3.15,6,8,12,2,3200,512,1.41,1.0,65,3,1920,1080,4,324.2,215.7,19.9,1,5.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,SSD,Lenovo
4.2,161,14.0,1.8,8,8,15,1,2666,512,1.58,1.0,41,3,1920,1080,8,322.0,223.0,19.7,1,5.0,1,Windows, LED , Yes ,No,Li-Ion,Yes,Intel,Intel Graphics,Yes,Yes,Yes,yes,SSD,HP
4.0,1,15.6,2.4,8,8,32,1,2400,1000,2.3,1.0,135,4,1920,1080,6,363.4,255.0,25.9,1,5.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,yes,HDD,Acer
4.3,207,14.0,1.6,6,16,27,1,2373,512,2.6,1.0,80,3,1920,1080,6,319.024,204.978,13.7,2,4.0,2, Google Chrome , LED , No ,No,Li-Po,No,Intel,Intel Graphics,Yes,Yes,Yes,no,SSD,Asus
4.0,38,15.6,2.0,3,2,8,1,2400,1000,1.68,1.0,33,3,1920,1080,2,365.0,266.0,21.9,2,4.0,1,Windows, LED , No ,No,Li-Ion,Yes,Intel,NVIDIA,Yes,Yes,Yes,no,HDD,Asus
3.8,28,14.0,2.1,4,4,24,1,2666,1000,1.5,1.0,45,3,1920,1080,4,326.0,230.0,17.9,1,5.0,1, DOS , LED , No ,No,Li-Po,Yes,Intel,Intel Graphics,Yes,Yes,Yes,yes,HDD,Lenovo
4.3,25,14.0,4.2,8,2,8,1,3200,512,1.45,1.0,65,3,1920,1080,6,328.0,223.0,17.9,2,5.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,yes,SSD,Acer
3.8,73,14.0,1.2,4,4,22,1,2666,1000,1.52,1.0,41,3,1366,768,4,335.0,234.0,19.9,1,5.0,1, DOS , LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,HDD,HP
4.21,159,14.0,1.6,2,4,24,1,1760,16,1.7,1.0,45,3,1366,768,2,340.0,236.0,17.8,2,4.0,2, Google Chrome , LED , No ,Yes,Li-Po,No,Intel,Intel Graphics,Yes,Yes,No,no,SSD,Acer
3.65,8,15.6,3.3,16,6,16,1,3200,1000,2.3,1.0,240,4,1920,1080,8,354.0,259.0,22.6,2,5.1,1,Windows, LED , No ,No,Li-Ion,No,AMD,NVIDIA,Yes,Yes,Yes,yes,SSD,Asus
3.97,356,14.0,2.1,4,8,21,1,2373,512,2.1,1.0,48,4,1920,1080,4,329.0,242.0,21.9,1,4.0,1, DOS , LED , No ,No,Li-Ion,No,AMD,AMD Graphics,Yes,Yes,Yes,no,SSD,Lenovo
4.59,409,14.0,1.8,8,16,30,1,3493,512,1.36,1.0,62,4,2560,1440,8,323.0,218.0,16.0,2,5.0,2,Windows, LED , Yes ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,SSD,Lenovo
4.19,142,15.6,2.6,12,4,16,1,2933,1000,1.9,1.0,57,3,1920,1080,8,362.15,257.25100000000003,21.200000000000003,2,5.0,1,Windows, LED , No ,No,Li-Po,No,Intel,NVIDIA,Yes,Yes,Yes,no,SSD,Lenovo
4.35,272,15.6,2.6,12,4,16,2,2933,512,2.2,1.0,135,3,1920,1080,8,359.0,249.6,24.9,1,5.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,yes,SSD,Lenovo
4.369999999999999,235,14.0,1.6,6,8,20,1,2400,512,1.26,1.0,50,3,1920,1080,6,326.0,229.0,18.5,1,4.2,1,Windows, LED , No ,No,Li-Po,No,Intel,Intel Graphics,Yes,Yes,Yes,no,SSD,Asus
4.5,171,14.0,1.7,6,8,15,1,2639,512,1.3,1.0,65,3,1920,1080,4,319.0,219.0,16.9,2,5.1,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,SSD,MSI
3.95,14,15.6,2.6,6,4,8,1,1600,1000,2.5,1.0,59,6,1920,1080,4,383.0,265.0,25.3,1,4.0,1,Windows, LED , No ,Yes,Li-Ion,No,Intel,NVIDIA,Yes,Yes,No,yes,HDD,Dell
3.8,75,15.6,1.2,4,8,24,2,2666,1000,2.2,1.0,84,3,1920,1080,4,340.0,258.0,22.0,1,5.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,yes,HDD,Dell
4.2,310,11.6,1.1,4,4,18,1,2320,64,1.2,1.0,45,3,1366,768,2,292.0,199.0,19.5,1,5.0,1, Google Chrome , LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,SSD,Asus
4.0,1,15.6,1.6,6,2,16,1,2400,1000,1.86,1.0,41,4,1920,1080,6,380.0,253.8,23.8,1,4.0,1, DOS , LED , No ,Yes,Li-Ion,No,Intel,AMD Graphics,Yes,Yes,No,no,HDD,HP
4.3,527,15.6,2.5,3,8,16,1,2133,2000,2.2,1.0,65,2,1366,768,4,365.91999999999996,251.98000000000002,22.759999999999998,2,4.1,1, DOS , LED , No ,Yes,Li-Ion,No,Intel,NVIDIA,Yes,Yes,No,no,HDD,Lenovo
3.65,8,15.6,3.3,16,6,16,1,3200,1000,2.3,1.0,240,4,1920,1080,8,354.0,259.0,22.6,2,5.1,1,Windows, LED , No ,No,Li-Ion,No,AMD,NVIDIA,Yes,Yes,Yes,yes,SSD,Asus
3.5,246,14.0,2.3,4,8,18,1,2160,512,1.25,1.0,37,6,1920,1080,4,318.0,216.0,19.0,1,4.2,1,Windows, LED , No ,No,Li-Ion,No,AMD,AMD Graphics,Yes,Yes,No,no,HDD,Avita
4.6,5,14.0,2.7,5,4,18,1,3200,256,1.5,1.0,42,3,1920,1080,4,324.0,22.0,18.0,1,5.0,2,Windows, LED , No ,No,Li-Ion,Yes,AMD,AMD Graphics,Yes,Yes,Yes,no,SSD,Asus
3.6,12,15.6,2.4,8,8,16,2,2666,1000,1.83,1.0,52,3,1920,1080,6,364.0,249.0,20.0,1,5.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,no,HDD,Dell
4.1,100,15.6,2.3,3,4,32,1,2106,256,1.8,1.0,45,4,1920,1080,2,363.4,247.5,17.9,2,4.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,SSD,Acer
3.8899999999999997,3,15.6,2.6,5,8,12,1,2400,1000,1.86,1.0,65,2,1920,1080,2,362.2,253.4,19.9,1,5.0,1,Windows, LED , No ,No,Li-Ion,No,AMD,AMD Graphics,Yes,Yes,Yes,no,HDD,Lenovo
3.7,44,15.6,2.3,8,8,16,1,2400,1000,2.3,1.0,52,3,1920,1080,6,360.0,267.0,24.2,2,4.1,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,no,HDD,Lenovo
3.94,18,13.3,1.6,6,8,23,1,2293,512,1.27,1.0,45,6,1920,1080,6,302.0,189.0,18.3,1,5.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,SSD,Asus
3.7699999999999996,255,11.6,1.1,4,4,17,1,2400,64,1.2,1.0,47,3,1366,768,2,297.18,205.74,20.6,2,5.0,2, Google Chrome , LED , Yes ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,SSD,Acer
4.4,996,14.0,1.8,8,8,16,1,2400,1000,1.4,1.0,42,3,1920,1080,6,323.0,226.0,18.0,2,4.2,1,Windows, LED , No ,No,Li-Po,Yes,Intel,NVIDIA,Yes,Yes,Yes,no,HDD,Asus
4.209999999999999,3,13.3,2.5,3,8,19,1,2133,256,1.3,1.0,48,4,1920,1080,4,309.9,213.4,15.2,2,4.1,1,Windows, LED , Yes ,No,Li-Ion,Yes,Intel,Intel Graphics,Yes,Yes,Yes,no,HDD,Lenovo
4.1,18,14.0,3.0,8,4,8,1,3200,512,1.6,1.0,76,4,1920,1080,6,324.0,222.0,17.9,1,5.0,1,Windows, LED , No ,No,Li-Ion,Yes,AMD,NVIDIA,Yes,Yes,Yes,yes,SSD,Asus
4.2,297,15.6,1.6,6,2,32,1,2400,1000,1.8,1.0,65,4,1920,1080,6,359.0,243.0,16.4,1,4.2,1,Windows, LED , No ,No,Li-Ion,Yes,Intel,NVIDIA,Yes,Yes,Yes,yes,HDD,Acer
4.15,6541,14.0,2.4,3,4,19,1,2133,1000,1.43,1.0,65,3,1920,1080,2,324.0,225.9,19.9,1,4.2,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,HDD,HP
4.02,1,15.6,3.0,8,4,8,1,3173,512,2.25,1.0,45,3,1920,1080,6,360.0,252.0,24.0,1,5.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,yes,SSD,Lenovo
4.68,104,17.3,2.7,12,4,32,2,2933,512,2.6,1.0,165,4,1920,1080,6,399.0,269.0,24.8,3,5.2,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,yes,SSD,Asus
4.0,268,15.6,2.5,4,4,15,1,2133,1000,2.2,1.0,45,3,1366,768,2,380.0,258.0,22.7,1,4.1,1,Windows, LED , No ,No,Li-Ion,No,AMD,AMD Graphics,Yes,Yes,No,no,HDD,Dell
3.4,271,14.0,1.2,4,4,24,1,2666,1000,1.51,1.0,65,3,1920,1080,4,324.0,225.9,19.9,1,4.2,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,HDD,HP
3.96,1364,14.0,2.5,4,4,20,1,2400,1000,2.1,1.0,37,3,1366,768,2,335.0,234.0,19.9,1,4.2,1, DOS , LED , No ,No,Li-Ion,No,AMD,AMD Graphics,Yes,Yes,Yes,no,HDD,HP
4.4,617,15.6,2.3,8,4,16,1,2400,1000,2.7,1.0,135,4,1920,1080,6,390.0,266.0,26.8,2,4.2,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,No,yes,HDD,Acer
4.17,41,14.0,4.8,12,16,30,1,4266,1000,1.57,1.0,85,4,1920,1080,7,324.0,222.0,17.0,3,5.0,2,Windows, LED , No ,No,Li-Po,No,Intel,Intel Graphics,Yes,Yes,Yes,yes,SSD,Asus
4.7,33,14.0,2.4,8,8,28,1,4266,512,1.62,1.0,65,4,1920,1080,6,324.0,222.0,16.9,2,5.0,2,Windows, LED , Yes ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,yes,SSD,Asus
4.1,14,15.6,2.6,12,6,16,2,2933,1000,2.14,1.0,200,6,1920,1080,8,357.9,236.8,18.4,2,5.0,1,Windows, LED , No ,No,Li-Po,No,Intel,NVIDIA,Yes,Yes,Yes,yes,SSD,HP
4.3,109,15.6,1.6,6,2,8,2,2400,1000,1.8,1.0,65,3,1920,1080,6,358.0,245.0,17.0,1,5.0,1,Windows, LED , No ,No,Li-Ion,Yes,Intel,NVIDIA,Yes,Yes,Yes,yes,HDD,Lenovo
4.2,34,13.3,1.6,6,8,18,1,2400,512,1.19,1.0,50,3,1920,1080,6,302.0,189.0,16.9,1,5.0,1,Windows, LED , No ,No,Li-Po,No,Intel,Intel Graphics,Yes,Yes,Yes,yes,SSD,Asus
4.1,295,15.6,2.5,3,2,16,1,2400,1000,2.1,1.0,40,4,1366,768,4,380.0,260.3,25.1,1,4.1,1, Ubuntu , LED , No ,Yes,Li-Ion,No,Intel,AMD Graphics,Yes,Yes,Yes,no,HDD,Dell
4.24,1197,15.6,2.3,16,8,32,1,2666,1000,2.1,1.0,230,4,3840,2160,8,358.0,248.0,19.8,2,5.1,1,Windows, LED , No ,No,Li-Ion,Yes,Intel,NVIDIA,Yes,Yes,Yes,no,HDD,MSI
4.4,377,15.6,2.3,8,4,16,1,2666,1000,2.1,1.0,56,4,1920,1080,6,380.0,258.0,22.7,1,4.2,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,no,HDD,Dell
4.1,2257,15.6,2.0,3,4,8,2,1600,1000,2.19,1.0,65,4,1366,768,2,384.0,254.0,24.3,2,4.0,1, DOS , LED , No ,Yes,Li-Po,No,Intel,Intel Graphics,Yes,Yes,Yes,no,HDD,HP
3.3,21,15.6,2.6,12,8,32,1,2933,1000,2.3,1.0,58,4,1920,1080,8,363.0,255.0,23.9,1,5.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,yes,HDD,Acer
3.7,57,15.6,1.2,6,8,16,2,2400,1000,1.83,1.0,42,3,1920,1080,4,355.0,248.0,17.7,1,4.1,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,HDD,Dell
4.1,16,15.6,2.75,9,8,20,1,3066,1000,1.8,1.0,65,3,1920,1080,6,359.8,235.3,18.6,2,5.0,1,Windows, LED , No ,No,Li-Ion,Yes,AMD,AMD Graphics,Yes,Yes,Yes,yes,HDD,Asus
4.1,96,13.3,1.1,6,8,27,1,3200,512,1.27,1.0,65,4,1920,1080,6,306.0,194.5,16.9,1,5.0,2,Windows, LED , Yes ,No,Li-Po,Yes,Intel,Intel Graphics,Yes,Yes,Yes,yes,SSD,HP
4.29,170,14.0,3.47,8,8,30,1,4266,512,1.17,1.0,67,4,1920,1080,6,319.0,208.0,13.9,3,5.0,2,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,yes,SSD,Asus
4.4,37,15.6,1.6,6,2,8,1,2133,512,1.55,1.0,65,3,1920,1080,6,322.0,230.0,17.9,2,4.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,no,HDD,Lenovo
4.5,190,15.6,3.0,11,8,16,2,3200,1000,2.2,1.0,135,3,1920,1080,6,359.0,249.6,24.9,1,5.0,1,Windows, LED , No ,No,Li-Po,No,AMD,NVIDIA,Yes,Yes,Yes,yes,HDD,Lenovo
4.5,13249,15.6,2.4,8,8,32,1,2613,512,2.15,1.0,48,3,1920,1080,6,363.0,254.0,23.0,1,4.1,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,yes,SSD,Acer
4.6,1863,15.6,2.6,12,16,32,2,2666,1000,2.4,1.0,150,3,1920,1080,8,360.0,275.0,25.8,2,5.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,No,yes,HDD,Asus
4.3,153,15.6,2.6,4,4,10,1,2400,512,1.69,1.0,65,3,1920,1080,2,358.5,242.0,17.9,2,4.2,1,Windows, LED , No ,No,Li-Ion,No,AMD,AMD Graphics,Yes,Yes,Yes,no,SSD,HP
3.6,20,13.4,1.0,6,8,18,1,2320,512,1.2,1.0,45,3,1920,1080,6,294.0,198.0,12.7,1,5.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,SSD,Dell
4.0,5,15.6,2.65,12,8,32,1,3200,1000,2.0,1.0,200,4,1920,1080,8,360.0,252.0,19.9,2,5.1,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,yes,HDD,Asus
3.9,2175,15.6,2.3,3,4,16,1,2400,1000,2.4,1.0,42,3,1366,768,2,380.0,258.0,22.7,1,4.1,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,HDD,Dell
3.95,7,15.6,2.7199999999999998,24,8,16,1,3173,1000,2.38,1.0,240,4,2560,1440,8,358.0,267.0,23.4,2,5.2,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,no,HDD,MSI
4.21,16,14.0,2.92,12,4,16,1,3200,1000,1.49,1.0,135,4,1920,1080,8,313.1,224.0,17.9,2,5.0,1,Windows, LED , No ,No,Li-Po,Yes,Intel,NVIDIA,Yes,Yes,Yes,no,SSD,HP
4.4,2,15.6,1.0,6,2,8,1,2720,512,1.9,1.0,65,2,1920,1080,6,360.0,235.0,22.9,1,4.1,1,Windows, LED , No ,No,Li-Ion,Yes,Intel,NVIDIA,Yes,Yes,Yes,no,SSD,Asus
4.2,11,15.6,2.0,3,4,16,1,2186,1000,2.15,1.0,45,4,1366,768,2,381.5,250.9,22.5,2,4.0,1,Windows, LED , Yes ,Yes,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,HDD,Acer
4.1,69,14.0,2.3,8,8,12,1,2666,512,1.5,1.0,35,2,1920,1080,6,327.0,241.0,20.0,1,5.0,1,Windows, LED , No ,No,Li-Po,No,AMD,AMD Graphics,Yes,Yes,Yes,no,SSD,Lenovo
4.1,351,14.0,2.12,6,4,16,1,2666,1000,1.58,1.0,48,3,1920,1080,4,329.0,240.0,20.0,1,4.1,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,yes,HDD,Dell
3.9,14,15.6,2.6,4,4,14,1,2400,256,1.69,1.0,45,3,1366,768,2,358.5,242.0,17.9,1,4.2,1,Windows, LED , Yes ,No,Li-Ion,No,AMD,AMD Graphics,Yes,Yes,Yes,no,SSD,HP
4.17,91,15.6,2.2,16,16,32,2,2933,1000,2.45,1.0,178,6,1920,1080,8,357.9,239.7,22.9,1,5.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,yes,SSD,HP
3.9,7,15.6,1.6,6,2,16,1,2133,1000,2.2,1.0,48,2,1366,768,6,378.0,265.0,22.0,2,4.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,AMD Graphics,Yes,Yes,Yes,no,HDD,Lenovo
4.8,17,15.6,4.2,8,2,8,1,3200,1000,1.66,1.0,57,3,1920,1080,6,356.0,23.3,18.0,2,5.05,1,Windows, LED , No ,No,Li-Ion,Yes,Intel,NVIDIA,Yes,Yes,Yes,yes,HDD,Lenovo
4.0,26,15.6,2.2,16,16,32,2,3253,1000,2.3,1.0,230,4,1920,1080,8,363.4,255.0,22.9,2,5.1,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,yes,HDD,Acer
4.6,3,15.6,2.6,12,6,16,2,2933,1000,2.3,1.0,209,4,1920,1080,8,360.0,275.0,25.8,3,5.1,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,yes,HDD,Asus
3.5,72,15.6,1.6,6,2,8,1,2133,1000,2.1,1.0,48,4,1920,1080,6,378.01,258.154,22.509999999999998,1,4.2,1,Windows, LED , No ,No,Li-Ion,Yes,Intel,NVIDIA,Yes,Yes,No,no,HDD,Acer
3.3,3,15.6,2.3,8,4,8,1,2133,1000,2.17,1.0,52,3,1920,1080,6,365.0,256.5,25.4,3,5.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,yes,HDD,HP
3.9,1304,15.6,2.3,5,4,12,1,2400,1000,1.85,1.0,65,2,1366,768,2,362.2,253.4,19.9,1,5.0,1,Windows, LED , No ,No,Li-Ion,No,AMD,AMD Graphics,Yes,Yes,Yes,no,HDD,Lenovo
4.0,350,15.6,2.5,1,4,13,1,2400,1000,1.77,1.0,41,3,1366,768,2,376.0,246.0,22.5,1,4.2,1,Windows, LED , No ,No,Li-Ion,No,AMD,AMD Graphics,Yes,Yes,Yes,no,HDD,HP
4.0,421,15.6,2.1,2,4,8,2,1600,500,2.1,1.0,65,4,1366,768,3,384.0,265.0,25.0,2,4.0,2, DOS , LED , No ,Yes,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,No,no,HDD,Lenovo
3.6,18,14.0,1.6,6,8,22,1,2400,256,1.25,1.0,37,6,1920,1080,6,317.5,215.9,18.8,2,4.2,1,Windows, LED , No ,No,Li-Ion,Yes,Intel,Intel Graphics,Yes,Yes,Yes,no,SSD,Avita
4.1,552,15.6,2.0,4,8,32,1,2400,1000,2.22,1.0,45,3,1920,1080,4,380.0,258.0,22.7,1,4.1,1,Windows, LED , No ,No,Li-Ion,No,AMD,AMD Graphics,Yes,Yes,No,no,HDD,Dell
4.39,224,14.0,1.6,6,16,17,1,2666,512,1.6,1.0,45,3,1920,1080,6,326.18,230.68,19.28,1,5.0,1, DOS , LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,SSD,Lenovo
4.15,116,13.3,3.1999999999999997,8,8,30,1,4266,512,1.3,1.0,64,4,1920,1080,6,305.0,211.0,11.9,1,5.0,2,Windows, LED , Yes ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,SSD,Asus
3.97,356,14.0,2.1,4,8,21,1,2373,512,2.1,1.0,48,4,1920,1080,4,329.0,242.0,21.9,1,4.0,1, DOS , LED , No ,No,Li-Ion,No,AMD,AMD Graphics,Yes,Yes,Yes,no,SSD,Lenovo
