Ratings,No_of_ratings,Screen_size(inches),Processor_speed(GHz),Cache_memory(MBs),RAM(Gig),RAM_max,Memory_slots,RAM_speed(MHz),Harddrive_capacity(Gig),Weight(kg),Warranty,Adapter(watts),Battery_cells,Screen_pixel_density(width),Screen_pixel_density(height),Processor_cores,Length(mm),Width(mm),Height(mm),USB(2.0)_ports,Bluetooth_version,USB(typeC)_ports,Operating_system,Display_type,Touchscreen,Optical_Drive,Battery_type,Fingerprint,Processor_brand,Graphics_brand,USB(2.0),Bluetooth_,USB(typeC),Keyboard_backlit,Harddrive_type,Brand
4.1,54,14.0,1.2,4,8,12,2,3200,512,1.8,1.0,37,2,1920,1080,4,360.0,235.0,20.0,2,4.1,1,Windows, LED , No ,No,Li-Ion,Yes,Intel,Intel Graphics,Yes,Yes,Yes,no,SSD,Asus
4.24,898,15.6,2.1,6,8,32,2,2400,512,2.15,1.0,135,3,1920,1080,4,363.4,254.5,23.2,1,5.0,1,Windows, LED , No ,No,Li-Ion,No,AMD,NVIDIA,Yes,Yes,Yes,yes,SSD,Acer
3.7,209,14.0,1.0,6,4,19,1,2506,1000,1.6,1.0,45,2,1366,768,4,331.61,237.15,20.259999999999998,1,4.1,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,yes,HDD,Lenovo
4.4,488,15.6,2.4,8,4,32,1,2400,1000,2.3,1.0,52,3,1920,1080,6,365.0,260.0,24.0,1,4.2,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,No,no,HDD,Lenovo
4.1,70,15.6,2.1,6,8,14,1,2427,512,1.9,1.0,45,2,1920,1080,4,363.4,250.5,19.9,1,4.1,1,Windows, LED , No ,No,Li-Ion,No,AMD,AMD Graphics,Yes,Yes,Yes,no,SSD,Acer
4.1,211,15.6,4.2,8,8,16,1,2666,1000,1.83,1.0,51,3,1920,1080,6,358.0,242.0,19.9,1,5.0,1,Windows, LED , No ,No,Li-Po,Yes,Intel,NVIDIA,Yes,Yes,Yes,yes,HDD,HP
3.7,13,15.6,3.4,12,6,16,1,3200,1000,2.0,1.0,200,4,1920,1080,8,360.0,252.0,19.9,1,5.1,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,yes,HDD,Asus
3.5,167,15.6,2.5,3,8,16,1,2133,256,2.22,1.0,38,2,1366,768,4,375.92,254.0,22.8,1,4.0,1,Windows, LED , Yes ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,No,no,HDD,Asus
4.1,7,15.6,2.1,4,4,12,1,2666,256,2.0,1.0,41,2,1920,1080,4,360.0,234.0,19.0,2,5.0,1,Windows, LED , No ,No,Li-Po,Yes,AMD,AMD Graphics,Yes,Yes,Yes,no,SSD,Asus
4.4,1035,11.6,1.6,2,4,33,1,1866,64,1.15,1.0,33,2,1366,768,2,288.78,204.21,17.8,1,4.0,2, Google Chrome , LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,No,no,HDD,Samsung
4.16,22,15.6,2.6,12,6,16,1,3200,1000,2.38,1.0,230,4,1920,1080,8,358.0,267.0,23.4,2,5.1,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,no,SSD,MSI
4.3,20,15.6,3.0,11,8,16,2,3200,1000,2.2,1.0,135,3,1920,1080,6,359.0,249.6,24.9,1,5.0,1,Windows, LED , No ,No,Li-Ion,No,AMD,NVIDIA,Yes,Yes,Yes,yes,HDD,Lenovo
4.0,56,15.6,2.0,3,4,16,1,2400,1000,2.1,1.0,40,4,1366,768,2,380.0,260.0,23.6,1,4.1,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,HDD,Dell
3.9,70,10.5,1.7,2,8,18,1,2080,128,0.54,1.0,38,2,1920,1080,2,275.0,203.0,57.0,2,4.1,1,Windows, LED , Yes ,No,Li-Po,No,Intel,Intel Graphics,Yes,Yes,Yes,no,HDD,Microsoft
4.119999999999999,63,14.0,2.4,8,8,14,1,3200,512,1.69,1.0,45,3,1920,1080,6,324.0,220.0,18.9,1,5.0,1, DOS , LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,SSD,Lenovo
4.15,949,15.6,1.0,6,8,13,1,2666,512,1.85,1.0,45,3,1920,1080,6,362.0,253.0,19.0,1,5.0,1,Windows, LED , No ,No,Li-Po,Yes,Intel,Intel Graphics,Yes,Yes,Yes,no,SSD,Lenovo
4.13,1248,15.6,2.4,16,8,32,1,3200,2000,2.35,1.0,187,4,1920,1080,10,360.0,275.0,24.9,4,5.1,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,no,SSD,Asus
4.6,13,15.6,2.6,12,4,8,1,2960,1000,1.86,1.0,120,3,1920,1080,8,359.0,254.0,21.7,2,5.1,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,yes,HDD,MSI
4.4,2,15.6,1.0,6,2,8,1,2720,512,1.9,1.0,65,2,1920,1080,6,360.0,235.0,22.9,1,4.1,1,Windows, LED , No ,No,Li-Ion,Yes,Intel,NVIDIA,Yes,Yes,Yes,no,SSD,Asus
3.6,31,13.3,1.0,6,8,17,1,2666,512,1.3,1.0,65,3,1920,1080,6,306.5,194.6,16.9,2,5.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,yes,SSD,HP
4.47,273,15.6,2.6,12,4,64,2,2666,1000,2.2,2.0,104,6,1920,1080,8,383.0,260.0,29.5,2,5.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,yes,HDD,MSI
3.5,65,11.6,1.1,4,4,16,1,2400,16,1.26,1.0,45,3,1366,768,2,302.0,209.0,21.3,2,4.83,2, Google Chrome , LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,SSD,Acer
4.3999999999999995,3,15.6,1.2,4,4,12,1,2720,256,1.85,1.0,30,2,1920,1080,4,362.0,252.0,20.0,1,4.2,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,SSD,Lenovo
3.4,322,15.6,2.6,4,4,12,1,2346,1000,1.85,1.0,35,2,1920,1080,2,363.0,251.0,20.0,1,4.0,1,Windows, LED , No ,No,Li-Po,No,AMD,AMD Graphics,Yes,Yes,No,no,HDD,Lenovo
3.7,516,11.6,2.6,3,4,26,1,1893,64,1.32,1.0,53,4,1920,1080,2,299.0,206.0,22.0,1,4.0,2,Windows, LED , Yes ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,No,no,HDD,Avita
4.41,162,17.3,2.4,23,8,32,1,3200,1000,2.89,1.0,280,4,1920,1080,8,397.0,268.0,27.4,1,5.2,2,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,yes,HDD,MSI
4.66,128,15.6,2.77,12,16,32,2,3200,1000,4.0,1.0,180,4,1920,1080,6,380.0,300.0,80.0,2,5.2,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,yes,HDD,Asus
4.209999999999999,205,15.6,3.0,6,8,15,1,2933,256,1.8,1.0,65,3,1920,1080,4,359.0,235.0,19.9,2,5.0,1,Windows, LED , No ,No,Li-Ion,Yes,Intel,Intel Graphics,Yes,Yes,Yes,yes,SSD,Asus
4.6,91,15.6,3.0,11,8,16,1,3200,1000,2.19,1.0,52,3,1920,1080,6,360.0,257.0,23.5,1,5.0,1,Windows, LED , No ,No,Li-Po,No,AMD,NVIDIA,Yes,Yes,Yes,yes,HDD,HP
3.6,3,15.6,2.1,8,8,14,1,2453,512,1.8,1.0,45,2,1920,1080,6,360.2,234.9,19.9,2,4.2,1,Windows, LED , No ,No,Li-Ion,Yes,AMD,AMD Graphics,Yes,Yes,Yes,no,SSD,Asus
3.9200000000000004,19,16.0,2.8000000000000003,24,8,16,1,3200,2000,1.9,1.0,240,4,2560,1600,8,355.0,243.0,19.9,2,5.2,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,yes,SSD,Asus
4.3,831,15.6,2.2,4,8,18,1,2400,1000,1.77,1.0,65,3,1920,1080,4,376.0,246.0,22.5,1,4.2,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,HDD,HP
4.4,290,15.6,2.6,12,8,32,1,2666,1000,2.25,1.0,52,3,1920,1080,8,360.0,256.0,23.4,2,5.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,yes,HDD,HP
4.3,771,14.0,1.0,12,8,12,1,2773,512,1.5,1.0,45,3,1920,1080,6,328.8,236.0,17.9,1,5.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,yes,SSD,Acer
4.0,429,14.0,2.44,3,4,14,2,2133,1000,1.52,1.0,46,3,1366,768,4,335.0,234.0,19.9,1,4.0,1, DOS , LED , No ,No,Li-Ion,No,AMD,AMD Graphics,Yes,Yes,No,no,HDD,HP
3.7,60,15.6,2.1,4,4,16,2,2666,1000,1.65,1.0,73,3,1366,768,4,380.0,258.0,20.0,1,5.0,1, DOS , LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,yes,HDD,Dell
4.21,1443,14.0,2.6,4,8,14,1,2560,512,1.69,1.0,49,3,1920,1080,4,324.0,231.0,21.0,1,4.0,1, DOS , LED , No ,No,Li-Ion,No,AMD,AMD Graphics,Yes,Yes,Yes,no,SSD,Lenovo
4.17,226,14.0,2.1,4,4,26,1,2266,256,3.0,1.0,58,4,1920,1080,4,325.0,232.0,19.9,2,4.0,1, DOS , LED , No ,Yes,Li-Po,No,Intel,Intel Graphics,Yes,Yes,No,no,HDD,Asus
4.2,88,14.0,2.3,3,4,17,1,2133,1000,1.47,1.0,41,3,1366,768,2,335.0,234.0,19.9,1,4.2,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,No,no,HDD,HP
4.3,383,14.0,4.2,8,2,16,1,3200,512,1.41,1.0,45,3,1920,1080,6,325.0,216.0,17.0,2,5.0,1,Windows, LED , Yes ,No,Li-Ion,Yes,Intel,NVIDIA,Yes,Yes,Yes,yes,SSD,HP
4.3,269,17.3,2.1,6,3,32,1,2400,1000,2.6,1.0,64,4,1920,1080,4,399.8,279.4,26.6,1,5.0,1,Windows, LED , No ,No,Li-Ion,No,AMD,NVIDIA,Yes,Yes,No,yes,HDD,Asus
4.3,169,14.0,4.180000000000001,8,2,8,1,3120,512,1.4,1.0,65,3,1920,1080,6,324.0,215.0,19.1,2,5.0,1,Windows, LED , No ,No,Li-Ion,Yes,Intel,NVIDIA,Yes,Yes,Yes,yes,SSD,Asus
3.91,18,15.6,2.73,24,16,16,1,3200,1000,2.1,1.0,230,4,2560,1440,8,358.0,248.0,19.8,2,5.2,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,no,SSD,MSI
4.3,112,14.0,1.2,4,8,12,1,1600,256,1.46,1.0,36,2,1920,1080,4,333.0,222.0,16.0,2,4.2,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,SSD,Avita
4.2,64,15.6,2.6,3,4,12,1,2133,1000,2.2169999999999996,1.0,41,3,1366,768,2,379.5,257.88,22.779999999999998,2,4.0,1,Windows, LED , No ,No,Li-Ion,No,AMD,AMD Graphics,Yes,Yes,Yes,no,HDD,Dell
4.17,516,13.3,1.2,4,8,12,1,1600,512,1.37,1.0,38,2,1920,1080,4,315.0,212.0,15.0,2,4.2,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,HDD,Avita
3.7,17,14.0,1.6,6,8,12,1,2293,512,1.6,1.0,65,4,1920,1080,6,328.8,236.0,17.9,1,5.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,no,SSD,Acer
4.2,270,14.0,1.1,2,4,17,1,2320,64,1.34,1.0,45,2,1366,768,2,322.0,228.0,16.1,1,5.0,1, Google Chrome , LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,SSD,Asus
4.2,2375,15.6,2.7,3,4,16,1,2133,500,2.2,1.0,45,4,1366,768,2,374.0,258.5,24.7,2,4.0,1,Windows, LED , No ,Yes,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,No,no,HDD,Acer
3.9,15,15.6,1.1,4,4,14,1,2400,1000,1.78,1.0,65,3,1366,768,2,376.0,246.0,22.5,1,4.2,1, DOS , LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,HDD,HP
4.05,16,15.6,3.85,6,4,15,1,2987,1000,1.65,1.0,45,3,1920,1080,4,363.4,238.5,17.9,2,5.1,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,yes,HDD,Acer
3.8699999999999997,18,17.3,2.61,24,16,32,1,3200,2000,2.5,1.0,90,4,2560,1440,8,393.7,264.16,20.3,1,5.2,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,yes,HDD,Asus
4.2,207,15.6,4.2,8,4,32,2,3200,512,2.3,1.0,48,3,1920,1080,8,359.8,256.0,25.0,1,5.0,1,Windows, LED , No ,No,Li-Po,No,AMD,NVIDIA,Yes,Yes,Yes,yes,SSD,Asus
4.369999999999999,915,14.0,2.0,12,8,16,1,3200,512,1.4,1.0,45,3,1920,1080,8,324.0,213.0,15.9,2,5.0,1,Windows, LED , No ,No,Li-Po,Yes,AMD,AMD Graphics,Yes,Yes,Yes,yes,SSD,Asus
4.2,101,14.0,1.1,2,4,18,1,1813,64,1.2,1.0,45,2,1366,768,2,322.0,228.0,16.1,1,4.2,1, Google Chrome , LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,SSD,Asus
4.6,3,14.0,1.2,4,4,22,1,3200,1000,1.5,1.0,45,3,1920,1080,4,326.0,230.0,17.9,2,5.0,2,Windows, LED , No ,No,Li-Po,No,Intel,Intel Graphics,Yes,Yes,Yes,no,HDD,Lenovo
5.0,3,15.6,2.4,8,8,15,1,3200,256,1.65,1.0,65,3,1920,1080,6,359.2,236.5,19.9,1,5.0,1,Windows, LED , No ,No,Li-Ion,Yes,Intel,Intel Graphics,Yes,Yes,Yes,yes,SSD,Lenovo
4.1,1896,15.6,2.4,8,3,8,1,2400,1000,2.19,1.0,45,3,1920,1080,6,363.0,255.0,24.0,2,4.2,1,Windows, LED , No ,No,Li-Po,No,Intel,NVIDIA,Yes,Yes,Yes,yes,HDD,Lenovo
4.2,306,15.6,2.3,3,4,16,1,2133,1000,1.77,1.0,41,3,1366,768,2,376.0,246.0,22.5,1,4.2,1, DOS , LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,No,yes,HDD,HP
4.05,2244,15.6,2.6,1,4,12,1,2240,1000,1.8,1.0,35,2,1920,1080,2,362.2,251.5,19.9,1,4.2,1,Windows, LED , No ,No,Li-Po,Yes,AMD,AMD Graphics,Yes,Yes,Yes,no,HDD,Lenovo
4.4,73,15.6,2.5,8,4,8,1,2933,1000,2.3,1.0,104,4,1920,1080,6,363.06,259.61,23.5,4,5.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,no,HDD,Lenovo
4.1,888,11.6,1.1,4,4,22,1,2133,500,1.35,1.0,36,2,1366,768,4,291.0,202.0,21.6,1,5.0,2,Windows, LED , Yes ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,No,no,HDD,Acer
4.3,1004,15.6,2.5,8,4,8,1,2933,512,2.23,1.0,150,3,1920,1080,6,360.0,256.0,23.4,2,5.0,1,Windows, LED , No ,No,Li-Po,No,Intel,NVIDIA,Yes,Yes,Yes,yes,SSD,HP
4.2,63,15.6,2.5,12,4,8,1,2933,512,2.34,1.0,51,3,1920,1080,8,365.5,254.0,21.6,2,4.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,yes,SSD,Dell
4.3,6,13.3,2.5,3,8,17,1,1866,256,1.11,1.0,45,4,1920,1080,4,325.0,229.0,10.4,2,4.2,2,Windows, LED , No ,Yes,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,yes,HDD,HP
4.2,636,15.6,2.1,4,8,14,1,2666,1000,1.74,1.0,65,3,1920,1080,4,358.5,242.0,19.9,2,4.2,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,HDD,HP
4.0,1,14.0,1.8,8,2,16,1,2144,512,1.09,1.0,49,4,1920,1080,8,319.0,205.0,18.0,1,4.1,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,yes,HDD,Dell
4.3,1004,15.6,2.5,8,4,8,1,2933,512,2.23,1.0,150,3,1920,1080,6,360.0,256.0,23.4,2,5.0,1,Windows, LED , No ,No,Li-Po,No,Intel,NVIDIA,Yes,Yes,Yes,yes,SSD,HP
4.5,401,13.3,1.1,6,8,24,1,3733,512,1.29,1.0,30,4,2560,1600,6,304.1,212.4,16.1,1,5.0,2,MAC, LED , No ,No,Li-Po,Yes,Intel,Intel Graphics,Yes,Yes,Yes,yes,SSD,Apple
4.35,198,13.3,1.2,8,16,24,1,1866,512,1.46,1.0,65,6,1920,1080,8,320.0,234.5,15.3,1,5.0,1,Windows, LED , Yes ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,SSD,HP
3.4,17,15.6,2.5,3,2,32,1,2133,1000,2.2,1.0,35,2,1920,1080,4,381.0,263.0,21.6,2,4.1,1, DOS , LED , No ,Yes,Li-Ion,No,Intel,NVIDIA,Yes,Yes,No,no,HDD,Lenovo
4.409999999999999,120,15.6,2.8,12,2,32,1,3040,512,1.7,1.0,70,3,1920,1080,8,365.0,240.0,18.9,3,5.1,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,no,SSD,Lenovo
4.5,2,15.6,1.0,6,2,8,1,2666,1000,1.78,1.0,65,3,1366,768,6,376.0,246.0,22.5,1,5.0,1, DOS , LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,no,HDD,HP
4.79,151,15.6,2.6,12,6,32,2,2933,1000,2.56,1.0,183,6,1920,1080,8,357.0,268.0,20.0,2,5.1,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,yes,SSD,Dell
4.1,167,15.6,2.2,9,4,8,1,2666,1000,2.25,1.0,52,3,1920,1080,6,360.0,263.0,25.0,3,5.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,yes,HDD,HP
3.6799999999999997,15,14.0,1.8,8,2,8,1,2773,1000,1.6,1.0,65,3,1920,1080,8,325.3,232.9,19.9,3,5.0,1,Windows, LED , No ,No,Li-Ion,Yes,Intel,NVIDIA,Yes,Yes,Yes,yes,HDD,Asus
3.5,79,15.6,2.0,3,4,12,1,2400,1000,2.0,1.5,46,3,1920,1080,2,381.0,252.0,27.6,1,4.0,1,Windows, LED , No ,Yes,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,No,no,HDD,Asus
3.6,30,15.6,1.8,8,6,16,1,2400,256,1.4,1.0,88,4,3240,2160,6,343.0,251.0,23.0,1,4.1,1,Windows, LED , Yes ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,no,SSD,Microsoft
4.4,73,15.6,2.5,8,4,8,1,2933,1000,2.3,1.0,104,4,1920,1080,6,363.06,259.61,23.5,4,5.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,no,HDD,Lenovo
4.5,2,14.0,1.2,4,4,16,1,2613,512,1.4,1.0,45,3,1920,1080,4,324.0,215.0,19.1,2,5.0,1,Windows, LED , No ,No,Li-Ion,Yes,Intel,Intel Graphics,Yes,Yes,Yes,yes,SSD,Asus
4.5,3232,15.6,2.3,8,8,32,2,2400,1000,2.7,1.0,135,4,1920,1080,6,390.0,266.0,26.7,2,5.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,no,HDD,Acer
4.4,140,15.6,3.0,8,4,8,1,2933,512,1.96,1.0,180,3,1920,1080,6,359.0,254.0,21.7,1,5.1,2,Windows, LED , No ,No,Li-Ion,Yes,AMD,AMD Graphics,Yes,Yes,Yes,no,SSD,MSI
3.63,23,15.6,1.8,2,2,8,2,1680,1000,2.3,1.0,65,4,1920,1080,4,384.0,265.0,24.6,1,4.0,1,Windows, LED , No ,Yes,Li-Ion,No,AMD,AMD Graphics,Yes,Yes,No,no,HDD,Lenovo
4.5,141,12.3,2.6,3,8,15,1,1866,256,0.78,1.0,51,4,2736,1824,4,292.1,201.42,8.38,1,4.2,2,Windows, LED , Yes ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,No,no,SSD,Microsoft
4.2,561,15.6,2.5,3,4,8,1,2133,1000,2.2,1.0,50,2,1920,1080,4,379.0,260.0,22.9,1,4.1,1,Windows, LED , No ,Yes,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,no,HDD,Lenovo
4.16,371,15.6,2.1,4,4,12,1,2293,1000,1.9,1.0,45,2,1920,1080,4,360.0,235.0,22.9,2,4.2,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,HDD,Asus
4.1,228,13.3,3.62,12,2,16,1,2933,1000,1.31,1.0,65,3,1920,1080,7,306.5,194.6,16.9,2,5.0,1,Windows, LED , Yes ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,no,SSD,HP
4.249999999999999,355,14.0,2.66,6,4,16,1,3013,256,1.55,1.0,45,3,1366,768,4,328.0,223.0,17.9,1,5.1,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,yes,SSD,Acer
4.2299999999999995,820,15.6,3.0,6,8,13,1,2880,1000,1.6,1.0,49,3,1920,1080,4,325.0,216.0,23.1,2,4.1,1,Windows, LED , No ,No,Li-Ion,Yes,Intel,Intel Graphics,Yes,Yes,Yes,no,HDD,Asus
4.1,62,15.6,1.2,4,8,12,1,2667,1000,1.8,1.0,38,2,1920,1080,4,362.0,253.0,20.0,1,5.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,HDD,Lenovo
4.4,168,15.6,2.6,12,4,16,2,2933,512,2.3,1.0,170,4,1920,1080,8,363.06,259.61,26.1,2,5.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,yes,SSD,Lenovo
3.3,12,14.0,1.2,4,8,16,1,2666,1000,1.6,1.0,65,3,1920,1080,4,322.7,230.5,17.9,1,5.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,HDD,Lenovo
4.35,150,15.6,2.6,12,6,32,2,2933,512,2.36,1.0,200,6,1920,1080,8,357.9,239.7,22.5,1,5.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,no,SSD,HP
4.0,28,14.0,3.0,16,4,8,1,3706,512,1.6,1.0,76,4,1920,1080,8,324.0,220.0,17.9,1,5.1,2,Windows, LED , No ,No,Li-Ion,Yes,AMD,NVIDIA,Yes,Yes,Yes,yes,SSD,Asus
4.21,261,15.6,4.0,6,4,15,1,2746,256,1.8,1.0,42,3,1920,1080,4,359.0,235.0,17.9,1,4.0,1,Windows, LED , No ,No,Li-Ion,Yes,Intel,Intel Graphics,Yes,Yes,Yes,no,SSD,Asus
4.2,17,14.0,2.4,8,8,24,1,3200,512,1.72,1.0,53,4,1920,1080,6,322.4024,215.536,17.84,1,5.0,2,Windows, LED , Yes ,No,Li-Po,No,Intel,Intel Graphics,Yes,Yes,Yes,no,SSD,Dell
5.0,5,15.6,2.2,9,4,8,1,2666,256,1.8,1.0,130,3,1920,1080,6,357.0,235.0,17.0,1,4.1,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,no,SSD,Dell
4.410000000000001,244,14.0,1.6,6,8,32,1,2400,256,1.35,1.0,57,3,1920,1080,6,329.0,226.15,17.5,2,5.0,1,Windows, LED , No ,No,Li-Po,No,Intel,Intel Graphics,Yes,Yes,Yes,no,SSD,Lenovo
4.0,14,15.6,2.5,8,4,8,1,2933,1000,2.2,1.0,45,3,1920,1080,6,359.0,250.0,24.9,2,5.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,yes,HDD,Lenovo
4.5,457,14.0,1.8,8,8,32,1,2666,512,1.19,1.0,65,4,1920,1080,6,322.0,222.9,15.9,2,5.0,2,Windows, LED , No ,No,Li-Po,No,Intel,Intel Graphics,Yes,Yes,Yes,yes,SSD,MSI
4.21,4299,15.6,2.3,3,4,18,1,2133,1000,1.86,1.0,65,4,1366,768,2,380.0,253.8,23.8,1,4.2,1,Windows, LED , No ,Yes,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,HDD,HP
4.4,36,15.6,2.1,4,4,14,2,2453,512,1.7,1.0,37,3,1920,1080,2,358.0,242.0,20.0,2,5.0,1,Windows, LED , No ,No,Li-Ion,No,AMD,AMD Graphics,Yes,Yes,Yes,no,SSD,HP
4.3,383,14.0,4.2,8,2,16,1,3200,512,1.41,1.0,45,3,1920,1080,6,325.0,216.0,17.0,2,5.0,1,Windows, LED , Yes ,No,Li-Ion,Yes,Intel,NVIDIA,Yes,Yes,Yes,yes,SSD,HP
3.9,6,15.6,2.3,16,8,16,1,3200,1000,2.57,1.0,114,4,1920,1080,8,360.0,275.0,24.9,2,5.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,yes,HDD,Asus
4.31,511,14.0,3.41,9,8,16,1,3200,512,1.3,1.0,65,3,1920,1080,6,319.0,220.2,16.9,2,5.0,1,Windows, LED , No ,No,Li-Ion,No,AMD,AMD Graphics,Yes,Yes,No,yes,SSD,MSI
4.3100000000000005,1,17.3,2.5,6,2,12,2,2133,1000,3.4,1.0,56,6,1920,1080,4,414.02,279.4,35.5,1,4.1,1,Windows, LED , No ,Yes,Li-Ion,No,Intel,NVIDIA,Yes,Yes,No,no,HDD,Asus
4.7,11,15.6,1.6,6,2,16,1,2133,1000,1.7,1.0,42,3,1920,1080,6,361.4,243.5,17.9,2,4.2,1,Windows, LED , No ,No,Li-Ion,Yes,Intel,NVIDIA,Yes,Yes,No,no,HDD,Asus
4.3,12,15.6,2.2,4,4,15,1,2080,1000,2.4,1.0,43,2,1366,768,4,450.0,280.0,30.0,2,4.0,1, DOS , LED , No ,Yes,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,HDD,Lenovo
4.2,96,14.0,1.1,2,4,25,1,2400,64,1.54,1.0,45,2,1366,768,2,337.0,227.0,18.3,2,4.2,2, Google Chrome , LED , Yes ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,SSD,HP
3.8,188,15.6,2.4,8,8,15,1,2666,1000,1.83,1.0,45,3,1920,1080,6,363.96,249.0,18.0,1,5.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,yes,HDD,Dell
